0431419596, Text, 1, 0.040000, 0.040000
0431421075, Text, 1, 0.000000, 0.000000
0431446531, Text, 1, 0.050000, 0.050000
0431446522, Text, 1, 0.010000, 0.010000
0431445995, Pen, 1, 0.050000, 0.050000
0431419596, Text, 1, 0.040000, 0.040000
0431421075, Text, 1, 0.000000, 0.000000
