{066E2B63-70E6-568C-8F03-D6547421C277},{B026F182-1401-C346-89BA-3CE7BE41A98B},23500131851, 107883363,0, Annotation Unchanged(F_TEXT does not exist)
{066E2B63-70E6-568C-8F03-D6547421C277},{B0DC9985-0000-C82D-8897-3CE3023E184C},23500131851, 107883363,0, Annotation Changed
{066E2B63-70E6-568C-8F03-D6547421C277},{B026F182-1501-C30B-9AFD-49BBA7215118},23500131851, 107883363,0, Annotation Unchanged(F_TEXT does not exist)
{066E2B63-70E6-568C-8F03-D6547421C277},{B026F182-1501-CE3D-B6D2-EADD021C8469},23500131851, 107883363,3, Annotation Unchanged(F_TEXT does not exist)
{066F9B38-70E6-568C-8F03-D6547421C277},{3027F182-C800-C99F-A148-25010EF491F6},23400144083, 107977528,2, Annotation Unchanged(F_TEXT does not exist)
{066F9B38-70E6-568C-8F03-D6547421C277},{3027F182-C800-C5AE-B901-EA416613C4AE},23400144083, 107977528,2, Annotation Unchanged(F_TEXT identical to F_TEXT_ORIG)
{066F9B38-70E6-568C-8F03-D6547421C277},{3027F182-C900-C62D-845B-D3DBC841DBF3},23400144083, 107977528,2, Annotation Unchanged(F_TEXT does not exist)
{066F9B38-70E6-568C-8F03-D6547421C277},{B0DC9985-0000-CE82-B346-D22C73FFA674},23400144083, 107977528,2, Annotation Changed
{066F9B38-70E6-568C-8F03-D6547421C277},{3027F182-C900-CBB4-858C-C18EC731B8DC},23400144083, 107977528,4, Annotation Unchanged(F_TEXT does not exist)
{066F9B38-70E6-568C-8F03-D6547421C277},{3027F182-C900-CBC2-926C-4D5CE2D72C5C},23400144083, 107977528,4, Annotation Unchanged(F_TEXT does not exist)
{066F9B38-70E6-568C-8F03-D6547421C277},{3027F182-CA00-C44F-A83A-490149ED8B45},23400144083, 107977528,4, Annotation Unchanged(F_TEXT does not exist)
{068FE53F-70E6-568C-8F03-D6547421C277},{7034F182-E301-C2F7-BB8B-1868E4724E60},22300129129, 110093631,0, Annotation Unchanged(F_TEXT does not exist)
